cust_id,deals,fruits,wines,sweets,meat,gold,fish
1695,2,10,2,9,11,20,12
1696,6,12,75,39,141,187,43
1697,2,20,520,81,367,40,39
1698,2,3,5,2,9,6,6
1699,5,5,87,12,71,29,7
1700,4,61,462,53,184,107,10
1701,1,2,2,1,1,2,3
1702,1,44,979,25,935,22,29
1703,1,129,704,74,853,111,120
1704,0,31,861,95,558,79,62
1705,5,3,172,0,115,18,16
1706,3,7,5,4,31,7,15
1707,5,2,194,0,56,0,0
1708,1,7,9,2,13,20,3
1709,4,72,505,27,270,54,36
1710,2,10,533,174,217,195,198
1711,2,0,48,0,14,6,0
1712,1,1,6,4,7,19,23
1713,1,2,18,0,10,25,0
1714,1,147,482,107,509,107,104
1715,1,97,204,118,97,26,21
1716,4,0,1073,14,250,14,153
1717,2,16,245,43,223,16,21
1718,1,21,560,44,442,29,29
1719,4,13,173,3,131,6,32
1720,1,1,22,5,11,3,0
1721,2,1,136,3,12,32,0
1722,5,0,275,23,86,66,10
1723,1,19,56,14,29,25,2
1724,1,23,303,26,751,191,82
1725,2,7,708,0,62,15,0
1726,1,132,324,118,693,88,27
1727,1,5,1,4,3,8,7
1728,1,26,620,17,195,141,34
1729,3,21,312,92,206,149,102
1730,2,86,1493,43,454,43,112
1731,3,21,918,10,118,21,13
1732,5,0,98,10,106,106,49
1733,1,4,3,8,7,11,15
1734,4,0,380,0,47,34,6
1735,3,0,15,3,12,7,7
1736,4,9,3,8,4,7,7
1737,3,2,24,8,23,24,0
1738,2,1,80,6,60,16,4
1739,2,0,31,1,6,5,2
1740,3,120,138,126,204,60,16
1741,3,75,166,107,96,59,119
1742,2,3,12,0,8,17,8
1743,2,3,178,66,85,58,71
1744,1,20,707,60,171,50,65
1745,2,1,5,14,7,11,17
1746,3,71,465,35,250,62,93
1747,1,1,16,0,2,1,0
1748,1,108,358,97,413,32,141
1749,1,9,1,14,7,10,2
1750,2,1,123,0,26,72,2
1751,3,3,40,7,30,11,10
1752,1,9,102,9,63,24,2
1753,1,44,347,0,534,26,17
1754,1,53,376,53,462,53,168
1755,1,0,21,0,3,0,0
1756,5,2,194,0,56,0,0
1757,4,4,64,5,68,17,7
1758,2,0,206,2,46,12,3
1759,1,0,71,0,18,13,0
1760,1,22,71,89,112,29,138
1761,2,4,0,10,7,15,11
1762,3,1,93,4,21,25,0
1763,1,138,920,46,168,30,36
1764,2,17,653,26,170,17,34
1765,5,33,199,3,60,15,8
1766,4,4,153,9,56,31,0
1767,5,0,376,8,38,69,11
1768,1,0,46,1,30,30,12
1769,13,21,600,150,128,128,223
1770,1,115,425,35,292,79,23
1771,3,6,18,8,15,17,12
1772,2,0,52,0,9,1,0
1773,1,22,734,25,350,100,151
1774,1,6,34,4,21,8,11
1775,5,1,135,1,41,67,10
1776,1,0,11,2,10,20,0
1777,1,48,163,45,90,52,0
1778,2,3,29,2,30,9,3
1779,2,26,734,44,70,17,11
1780,1,21,340,14,134,56,258
1781,2,38,453,38,279,183,188
1782,1,0,1073,37,629,37,145
1783,2,0,135,4,10,36,0
1784,9,7,231,15,137,39,4
1785,2,0,18,0,5,11,0
1786,5,16,620,24,165,82,0
1787,0,4,81,2,33,291,5
1788,4,4,12,6,2,10,10
1789,1,51,292,23,981,17,224
1790,1,34,965,86,586,37,89
1791,2,2,27,0,10,1,0
1792,6,30,777,51,163,122,0
1793,1,8,572,62,232,17,23
1794,1,169,438,169,565,70,91
1795,3,69,531,138,300,150,150
1796,1,0,17,0,9,1,0
1797,2,35,402,77,106,42,101
1798,1,27,503,139,419,153,90
1799,3,9,369,14,87,34,12
1800,1,0,5,0,3,1,0
1801,3,17,362,35,398,61,80
1802,2,0,56,0,9,3,0
1803,3,1,79,4,31,12,4
1804,3,84,387,35,141,162,73
1805,2,17,367,188,241,232,104
1806,1,0,15,2,11,9,0
1807,2,6,267,3,54,50,8
1808,1,27,298,24,697,166,216
1809,1,92,674,0,736,92,39
1810,3,14,16,22,36,48,37
1811,2,4,37,9,24,9,16
1812,3,0,159,1,22,31,2
1813,8,17,686,26,142,35,23
1814,3,3,97,7,66,34,12
1815,4,6,63,13,57,22,13
1816,3,5,56,0,24,3,4
1817,1,19,209,142,456,66,160
1818,3,2,198,12,43,20,0
1819,2,15,313,0,47,192,20
1820,11,14,941,58,397,176,76
1821,3,4,86,4,56,7,2
1822,1,48,167,72,602,72,63
1823,2,3,8,2,19,3,0
1824,1,66,389,57,408,85,37
1825,5,7,239,15,119,11,4
1826,1,21,179,21,273,63,0
1827,15,0,5,1,1,1,1
1828,1,6,2,4,28,16,13
1829,3,0,383,4,53,40,6
1830,2,8,2,1,8,9,6
1831,1,27,536,107,590,67,38
1832,1,1,2,1,4,2,3
1833,1,53,322,40,899,53,34
1834,1,169,539,0,816,30,20
1835,1,50,712,38,420,38,65
1836,4,0,1121,12,72,12,0
1837,1,1,68,5,13,13,3
1838,1,4,36,2,18,18,6
1839,1,44,707,58,603,29,95
1840,2,77,174,24,203,97,6
1841,1,35,666,8,124,26,69
1842,1,0,0,2,0,6,6
1843,1,50,162,30,100,27,55
1844,1,70,407,88,239,53,103
1845,1,25,823,29,459,95,124
1846,11,23,488,0,71,59,15
1847,3,0,28,2,13,8,4
1848,1,2,3,0,10,2,3
1849,4,0,284,3,52,20,8
1850,1,142,938,81,754,183,159
1851,2,2,13,2,15,8,2
1852,2,172,412,105,153,57,150
1853,2,1,31,0,8,8,0
1854,6,19,502,6,132,26,0
1855,1,10,18,5,3,0,3
1856,1,8,1,8,6,16,4
1857,3,71,100,94,243,219,108
1858,1,114,407,165,445,203,181
1859,2,9,664,19,240,57,50
1860,3,61,1045,46,338,46,60
1861,1,107,1218,143,304,33,23
1862,2,0,15,1,6,12,0
1863,2,0,128,1,16,4,0
1864,1,49,581,8,157,108,43
1865,1,3,6,1,12,0,6
1866,2,8,185,56,133,12,56
1867,1,1,22,0,9,14,0
1868,1,100,584,83,835,35,65
1869,4,30,355,138,177,30,90
1870,2,10,175,6,110,27,54
1871,1,134,864,38,768,172,150
1872,1,153,957,95,612,153,99
1873,2,6,25,0,16,5,20
1874,8,7,641,0,56,28,0
1875,1,86,273,14,208,43,177
1876,2,21,122,10,43,15,25
1877,1,4,1,0,10,36,29
1878,1,31,1020,63,430,79,62
1879,0,2,6,262,3,3,1
1880,2,14,378,14,68,14,19
1881,2,1,42,0,18,4,3
1882,1,5,15,4,14,11,0
1883,1,7,272,7,80,11,20
1884,3,1,9,1,24,2,2
1885,2,0,279,0,18,9,0
1886,1,61,398,61,265,53,138
1887,4,47,637,19,237,76,12
1888,1,0,45,1,16,6,2
1889,1,1,21,3,9,5,7
1890,1,4,15,0,13,19,0
1891,0,183,493,23,352,28,184
1892,2,40,957,53,175,107,158
1893,1,138,829,92,430,15,60
1894,3,50,1017,50,500,133,65
1895,6,0,953,0,71,174,0
1896,7,0,159,0,120,137,0
1897,1,0,32,4,8,18,23
1898,2,0,23,2,15,7,0
1899,1,42,18,20,24,18,15
1900,1,0,15,0,4,2,0
1901,1,4,23,5,5,23,10
1902,2,193,200,185,100,185,46
1903,0,27,1324,108,119,27,71
1904,1,33,1193,66,281,33,129
1905,3,137,505,22,401,22,104
1906,1,4,2,4,9,5,0
1907,3,0,1103,0,45,34,0
1908,1,61,353,46,753,27,40
1909,1,48,652,84,350,108,94
1910,5,6,379,91,157,91,25
1911,1,4,46,2,36,1,2
1912,2,31,162,17,127,69,8
1913,3,3,8,3,19,8,3
1914,2,3,17,4,18,18,3
1915,2,108,340,38,185,100,130
1916,2,4,8,5,15,3,3
1917,5,22,154,30,202,8,39
1918,3,15,710,0,30,0,20
1919,1,2,8,0,4,1,0
1920,1,2,2,13,4,4,13
1921,1,14,1050,14,322,112,0
1922,1,1,19,2,14,4,3
1923,1,0,22,2,6,6,6
1924,1,83,274,141,216,224,151
1925,2,6,68,6,38,41,3
1926,2,45,344,11,654,114,104
1927,2,193,145,26,459,145,205
1928,1,38,217,85,350,15,111
1929,3,7,18,2,34,3,10
1930,2,8,69,7,26,12,12
1931,1,0,144,0,7,6,0
1932,2,34,256,29,103,49,90
1933,1,72,483,12,567,108,94
1934,1,105,1285,21,653,0,28
1935,1,4,338,8,89,13,11
1936,1,10,605,54,345,32,84
1937,1,0,8,1,7,1,3
1938,5,41,172,6,86,27,45
1939,1,71,448,17,951,17,40
1940,3,4,67,2,32,16,17
1941,3,53,512,179,98,89,81
1942,1,16,1462,0,128,160,0
1943,3,0,20,3,14,1,7
1944,3,4,50,10,44,43,10
1945,1,1,102,0,15,24,2
1946,1,149,499,49,815,49,173
1947,2,35,381,86,172,93,56
1948,2,43,631,76,239,21,128
1949,1,80,526,94,553,53,123
1950,1,26,913,26,376,13,17
1951,2,0,673,47,199,26,37
1952,1,0,23,0,9,12,0
1953,5,33,199,3,60,15,8
1954,2,23,261,23,73,50,4
1955,3,16,111,9,37,18,7
1956,0,4,16,4,12,321,2
1957,2,151,63,19,137,53,153
1958,4,0,58,0,18,10,2
1959,1,1,29,3,17,13,0
1960,1,2,3,1,12,9,0
1961,3,34,28,14,62,44,11
1962,3,3,40,7,30,11,10
1963,0,143,879,143,797,143,106
1964,1,1,62,5,44,22,6
1965,8,7,280,0,81,27,20
1966,1,0,9,1,6,3,3
1967,6,4,182,2,33,42,0
1968,1,2,83,26,101,117,64
1969,3,15,38,8,54,29,3
1970,2,19,228,11,130,51,4
1971,1,37,1092,37,592,55,145
1972,2,15,85,13,27,21,13
1973,0,24,1276,29,746,48,94
1974,1,33,1017,100,417,16,108
1975,2,2,6,1,9,5,2
1976,0,21,448,101,125,62,52
1977,1,23,504,28,117,44,179
1978,3,22,226,31,133,31,41
1979,4,3,239,7,141,23,0
1980,1,38,90,36,67,67,33
1981,1,2,7,2,8,3,3
1982,1,2,4,0,5,0,2
1983,3,17,16,21,19,22,20
1984,1,3,10,0,3,0,0
1985,3,0,68,0,16,8,0
1986,2,0,35,0,13,2,2
1987,3,80,575,93,428,80,208
1988,4,0,315,0,31,91,4
1989,1,2,182,13,49,20,17
1990,3,14,561,14,113,35,10
1991,1,51,587,34,932,86,180
1992,3,1,94,12,33,12,13
1993,1,43,908,194,735,21,40
1994,6,122,228,129,122,30,208
1995,1,112,995,48,417,41,42
1996,1,1,11,1,2,6,2
1997,1,3,3,21,14,10,15
1998,3,1,12,1,16,3,4
1999,2,0,17,0,2,2,0
2000,1,0,8,3,5,6,0
2001,3,4,22,10,17,13,12
2002,1,10,14,7,29,15,4
2003,6,27,106,7,68,5,52
2004,2,57,820,0,242,11,45
2005,2,43,753,10,226,204,69
2006,2,3,13,3,17,3,7
2007,1,1,9,4,3,8,0
2008,1,3,19,2,6,12,4
2009,4,8,520,49,223,42,32
2010,4,17,5,14,17,34,13
2011,2,44,618,17,215,36,0
2012,3,35,315,7,322,143,46
2013,3,1,15,5,23,1,0
2014,4,60,384,101,364,232,119
2015,1,29,110,10,92,145,28
2016,2,17,208,17,76,38,36
2017,4,82,555,61,257,61,93
2018,4,90,240,6,216,24,63
2019,1,0,11,5,36,12,15
2020,1,154,848,61,323,78,201
2021,1,47,202,42,197,149,55
2022,10,89,433,102,650,102,16
2023,2,6,6,5,15,2,10
2024,1,0,37,0,7,3,3
2025,8,37,167,34,64,116,49
2026,3,7,45,25,99,43,4
2027,1,0,129,1,21,7,0
2028,1,0,713,80,264,34,120
2029,2,161,676,44,426,58,210
2030,1,26,450,98,535,26,73
2031,1,2,22,2,12,5,0
2032,6,4,367,4,51,95,6
2033,2,35,526,53,214,35,69
2034,2,0,51,0,16,4,0
2035,1,0,25,0,11,15,3
2036,1,6,28,17,27,39,12
2037,3,159,958,0,447,31,20
2038,3,88,532,44,168,133,69
2039,2,17,724,8,143,196,0
2040,3,0,39,8,56,14,20
2041,1,54,587,54,348,130,71
2042,2,1,29,0,11,0,0
2043,5,80,757,80,217,11,29
2044,2,35,544,151,133,107,23
2045,1,15,40,6,15,7,17
2046,2,33,1245,33,332,16,21
2047,2,1,19,14,20,28,16
2048,1,3,16,1,15,11,2
2049,3,4,376,9,94,24,12
2050,1,178,184,39,178,33,103
2051,1,0,15,2,11,9,0
2052,2,83,124,59,267,35,85
2053,1,120,627,80,414,93,121
2054,2,60,180,54,241,54,13
2055,1,0,14,0,4,8,0
2056,1,3,3,7,24,31,34
2057,2,26,8,9,46,49,38
2058,4,6,293,6,23,92,13
2059,1,12,758,89,385,89,33
2060,3,38,656,47,161,37,62
2061,1,25,196,17,607,49,67
2062,1,73,835,73,380,43,114
2063,2,11,16,0,15,12,2
2064,1,1,9,1,5,4,2
2065,7,7,229,3,140,11,10
2066,1,1,0,1,4,5,15
2067,1,24,121,15,124,42,24
2068,1,102,471,61,125,245,212
2069,4,8,520,49,223,42,32
2070,1,1,26,0,10,1,2
2071,1,132,240,192,445,108,250
2072,5,4,178,4,26,44,8
2073,2,55,1486,0,278,185,49
2074,1,12,1115,12,128,76,33
2075,1,0,29,0,8,6,2
2076,3,0,529,28,356,0,63
2077,2,3,13,4,8,16,7
2078,2,24,934,24,230,36,16
2079,1,7,2,12,11,27,16
2080,2,12,4,16,5,17,3
2081,1,1,62,5,44,22,6
2082,2,35,158,0,179,125,0
2083,3,2,173,2,39,47,3
2084,1,59,830,79,968,19,51
2085,6,10,189,43,253,64,56
2086,1,17,728,8,133,124,11
2087,2,2,7,0,9,2,2
2088,1,4,35,6,17,64,7
2089,5,3,188,3,180,43,20
2090,2,28,742,9,152,57,25
2091,2,7,0,2,5,17,26
2092,2,71,750,10,174,20,13
2093,1,42,816,56,450,154,55
2094,1,2,5,2,8,9,2
2095,2,5,37,8,56,5,12
2096,1,0,4,0,4,5,0
2097,3,2,99,0,11,16,4
2098,4,72,176,21,98,229,136
2099,2,0,54,0,10,2,0
2100,1,15,997,30,414,76,99
2101,2,0,356,9,107,117,19
2102,1,0,1311,89,359,17,46
2103,4,63,890,25,292,12,0
2104,1,0,4,0,2,2,0
2105,1,0,17,3,14,2,7
2106,1,0,960,38,883,0,50
2107,0,1,2,1,2,1,1
2108,3,3,1,30,2,47,20
2109,3,67,240,0,500,163,199
2110,1,11,301,7,61,11,4
2111,5,0,154,11,50,37,6
2112,1,3,2,1,6,9,4
2113,1,12,104,12,48,5,4
2114,4,3,70,2,37,64,4
2115,1,0,2,6,9,2,3
2116,2,2,23,1,11,4,3
2117,5,4,43,0,12,27,8
2118,1,24,4,1,11,25,16
2119,7,7,654,15,92,30,0
2120,1,72,912,36,170,97,47
2121,1,0,25,1,8,4,0
2122,4,4,24,2,22,9,0
2123,4,11,141,14,114,5,15
2124,2,0,71,1,13,0,3
2125,2,1,35,1,16,1,0
2126,2,32,496,48,849,128,229
2127,4,9,9,10,11,16,13
2128,5,0,154,11,50,37,6
2129,1,1,9,5,5,7,4
2130,2,3,26,7,23,3,4
2131,5,8,77,10,44,25,10
2132,1,2,11,2,7,2,4
2133,2,7,576,7,115,7,19
2134,1,15,89,42,89,5,34
2135,3,30,1013,46,399,153,60
2136,1,12,224,12,48,12,4
2137,6,19,200,15,111,19,50
2138,1,73,570,102,614,73,133
2139,2,3,1,1,3,13,8
2140,2,1,62,0,20,7,4
2141,3,69,531,138,300,150,150
2142,0,28,162,28,818,56,0
2143,1,144,675,192,133,241,94
2144,1,4,23,2,10,15,0
2145,1,5,492,5,32,21,13
2146,1,10,918,0,129,129,13
2147,2,155,224,93,155,54,192
2148,3,19,572,38,286,248,50
2149,2,0,626,7,70,28,0
2150,1,37,1074,92,518,129,193
2151,1,68,741,68,689,103,224
2152,5,3,322,3,50,42,4
2153,2,10,254,10,44,227,30
2154,2,6,116,6,82,41,6
2155,3,2,22,2,18,12,0
2156,4,0,516,0,21,5,0
2157,1,36,14,26,11,35,3
2158,3,8,2,14,10,23,12
2159,1,0,28,0,9,0,3
2160,4,142,530,9,217,56,62
2161,1,50,519,0,167,41,130
2162,1,76,611,45,749,26,59
2163,3,67,240,0,500,163,199
2164,2,9,4,2,12,8,11
2165,1,47,671,111,655,15,145
2166,1,1,23,4,7,24,0
2167,1,1,9,2,2,0,3
2168,1,54,556,133,845,63,202
2169,2,80,833,26,363,174,52
2170,4,0,12,2,13,4,4
2171,1,7,56,2,48,18,10
2172,2,8,293,4,124,106,11
2173,7,0,297,0,38,152,13
2174,4,1,39,0,16,3,2
2175,2,11,5,8,16,45,21
2176,4,21,266,8,300,44,65
2177,5,3,322,3,50,42,4
2178,2,124,366,78,156,54,71
2179,1,0,32,4,8,18,23
2180,6,0,158,0,23,18,0
2181,4,129,269,43,495,29,182
2182,4,0,41,0,10,3,0
2183,1,3,3,4,3,15,15
2184,2,0,33,0,5,15,0
2185,6,29,302,0,131,27,32
2186,1,71,519,27,860,53,93
2187,2,2,23,1,17,0,2
2188,1,51,594,55,631,32,72
2189,0,4,12,3,7,5,1
2190,1,2,4,0,5,5,0
2191,2,3,18,3,19,6,3
2192,0,194,332,125,377,57,149
2193,1,1,5,0,8,1,0
2194,4,3,171,24,129,62,26
2195,3,31,270,48,88,22,11
2196,1,26,712,13,538,80,69
2197,4,8,2,8,11,21,3
2198,3,12,21,3,12,3,0
2199,3,6,580,0,58,27,8
2200,6,24,368,0,68,88,38
2201,8,5,457,17,106,53,15
2202,5,7,229,0,137,91,4
2203,2,2,3,0,8,17,20
2204,3,3,24,1,26,23,7
2205,2,10,853,10,143,20,13
2206,1,1,5,4,6,3,3
2207,1,3,3,2,7,9,6
2208,2,43,709,118,182,247,42
2209,7,0,406,0,30,8,0
2210,1,48,908,12,217,24,32
2211,2,30,428,30,214,61,80
2212,3,3,84,1,61,21,2
