cust_id,recency,customer_tenure_in_days,num_camp_success,response_last_campaign,webvisits,complain
1925,94,655,0,0,7,0
1926,82,510,0,0,3,0
1927,3,606,0,1,2,0
1928,24,11,0,0,1,0
1929,54,457,0,0,8,0
1930,20,504,0,0,7,0
1931,96,358,0,0,5,0
1932,19,286,0,0,3,0
1933,60,50,0,0,1,0
1934,2,687,0,1,8,0
1935,13,220,0,0,4,0
1936,37,59,0,0,0,0
1937,59,165,0,0,6,0
1938,55,617,1,0,7,0
1939,60,434,1,1,2,0
1940,48,55,0,0,4,0
1941,38,363,0,0,5,0
1942,8,357,3,1,6,0
1943,19,14,0,0,3,0
1944,32,421,0,1,9,0
1945,27,177,0,0,7,0
1946,58,311,0,0,3,0
1947,59,252,0,0,5,0
1948,29,123,0,0,3,0
1949,60,489,1,1,2,0
1950,41,159,2,0,1,0
1951,27,502,1,0,4,0
1952,28,98,1,0,4,0
1953,8,546,0,1,8,0
1954,18,450,0,0,7,0
1955,76,236,0,0,3,0
1956,0,269,0,0,1,0
1957,32,698,0,0,5,0
1958,2,284,0,0,7,0
1959,16,82,0,1,8,0
1960,56,573,1,1,8,0
1961,97,489,0,0,9,0
1962,15,651,0,1,9,0
1963,35,139,2,0,1,0
1964,3,386,0,0,4,0
1965,49,504,0,0,7,0
1966,4,554,0,0,5,0
1967,45,510,0,0,7,0
1968,37,374,0,0,4,0
1969,39,253,0,0,8,0
1970,38,79,0,0,2,0
1971,8,197,1,1,3,0
1972,89,460,0,0,7,0
1973,47,257,1,1,3,0
1974,75,89,2,0,5,0
1975,86,440,0,0,8,0
1976,4,39,3,1,2,0
1977,73,671,1,1,4,0
1978,46,553,0,0,4,0
1979,38,531,1,0,8,0
1980,73,180,0,0,3,0
1981,66,480,0,0,6,0
1982,36,189,0,0,6,0
1983,29,663,0,1,8,0
1984,29,19,0,0,3,0
1985,6,286,0,0,7,0
1986,97,236,0,0,8,0
1987,61,582,0,0,5,0
1988,68,503,1,0,8,0
1989,73,287,0,0,2,0
1990,90,121,0,0,5,0
1991,81,407,0,0,3,0
1992,1,502,0,0,8,0
1993,79,329,3,1,2,0
1994,92,520,0,0,9,0
1995,31,693,0,1,5,0
1996,46,459,0,0,6,0
1997,14,487,0,1,9,0
1998,89,442,0,0,8,0
1999,31,93,0,0,6,1
2000,75,644,0,0,8,0
2001,42,139,0,0,6,0
2002,53,452,0,0,6,0
2003,53,161,0,0,6,0
2004,23,146,0,0,4,0
2005,57,500,0,0,4,0
2006,49,128,0,0,5,0
2007,6,476,0,0,6,0
2008,29,257,0,0,4,0
2009,5,662,1,1,8,0
2010,98,699,0,0,9,0
2011,80,478,1,1,6,0
2012,4,217,0,0,5,0
2013,70,231,0,0,8,0
2014,32,428,0,0,7,0
2015,82,276,1,0,8,0
2016,27,208,0,0,2,0
2017,94,635,0,0,6,0
2018,23,395,0,0,3,0
2019,97,460,0,0,7,0
2020,25,508,1,0,6,0
2021,92,425,0,0,4,0
2022,98,644,0,0,7,0
2023,19,214,0,0,6,0
2024,80,212,0,0,5,0
2025,80,658,0,0,7,0
2026,79,213,0,0,6,0
2027,50,22,0,0,4,0
2028,60,293,2,0,4,0
2029,44,683,0,1,6,0
2030,0,186,0,0,1,0
2031,28,479,0,0,4,0
2032,35,282,1,0,7,0
2033,49,9,0,0,2,0
2034,46,29,0,0,8,0
2035,97,5,0,0,4,0
2036,51,469,0,0,8,0
2037,80,633,0,0,7,0
2038,10,345,0,0,5,0
2039,29,542,0,0,7,0
2040,74,186,0,0,7,0
2041,54,249,0,0,2,0
2042,93,535,0,0,4,0
2043,63,688,0,0,6,0
2044,92,541,0,0,2,0
2045,40,298,0,0,4,0
2046,70,610,0,0,7,0
2047,96,87,0,0,5,0
2048,81,255,0,0,7,0
2049,63,330,0,0,5,0
2050,85,188,0,0,3,0
2051,51,289,0,0,8,0
2052,23,537,0,1,5,0
2053,95,359,0,0,5,0
2054,11,144,0,1,4,0
2055,42,361,0,0,6,0
2056,77,96,0,0,5,0
2057,40,674,0,0,8,0
2058,32,601,0,0,8,0
2059,48,534,0,0,4,0
2060,24,500,0,0,7,0
2061,61,563,0,0,2,0
2062,6,92,1,0,2,0
2063,16,270,0,0,3,0
2064,39,237,0,0,4,0
2065,2,304,0,1,7,0
2066,49,253,0,0,7,0
2067,31,60,0,0,2,0
2068,58,559,2,1,1,0
2069,5,662,1,1,8,0
2070,90,406,0,0,5,0
2071,47,274,0,0,1,0
2072,25,399,0,0,6,0
2073,60,640,2,1,6,0
2074,67,579,2,0,6,0
2075,40,103,0,0,4,0
2076,63,40,0,0,3,0
2077,1,652,0,1,9,0
2078,89,132,2,0,3,0
2079,40,488,0,0,6,0
2080,5,610,0,0,7,0
2081,3,386,0,0,4,0
2082,1,563,1,1,5,0
2083,24,388,0,0,7,0
2084,89,652,1,1,2,0
2085,48,394,0,0,7,0
2086,31,557,1,0,6,0
2087,68,46,0,0,4,0
2088,46,242,0,0,5,0
2089,92,342,0,0,7,0
2090,80,209,0,0,4,0
2091,16,309,0,0,7,0
2092,50,161,0,0,2,0
2093,93,447,0,0,2,0
2094,51,621,0,0,7,0
2095,24,657,0,0,7,0
2096,79,325,0,0,7,0
2097,26,670,0,0,8,0
2098,86,697,0,0,5,0
2099,68,11,1,0,5,0
2100,98,270,3,0,2,0
2101,34,333,0,0,5,0
2102,60,458,1,1,2,0
2103,3,666,0,1,6,0
2104,65,240,0,0,7,0
2105,83,435,0,0,7,0
2106,64,477,1,1,3,0
2107,85,306,0,0,0,0
2108,69,686,0,0,8,0
2109,48,172,0,0,2,0
2110,21,86,0,0,7,0
2111,30,272,1,0,6,0
2112,39,51,0,0,7,0
2113,76,122,0,0,2,0
2114,11,694,0,1,9,0
2115,26,152,0,0,8,0
2116,34,159,0,0,6,0
2117,72,515,0,0,5,0
2118,13,123,0,0,6,0
2119,58,165,2,0,6,0
2120,12,220,1,1,4,0
2121,23,98,0,0,9,0
2122,33,99,0,0,5,0
2123,30,360,0,0,5,0
2124,15,262,0,0,4,0
2125,25,198,0,0,7,0
2126,4,652,1,0,4,0
2127,80,154,0,0,8,0
2128,30,272,1,0,6,0
2129,6,369,0,0,7,0
2130,16,50,0,0,6,0
2131,57,63,0,0,6,0
2132,9,160,0,0,3,0
2133,59,111,1,0,6,0
2134,78,157,0,0,4,0
2135,90,628,0,1,6,0
2136,74,119,0,0,6,0
2137,10,334,0,0,6,0
2138,63,393,1,0,3,0
2139,13,246,0,0,7,0
2140,98,372,0,0,8,0
2141,4,502,0,0,2,0
2142,94,461,4,1,3,0
2143,91,190,3,0,1,0
2144,66,220,0,0,4,0
2145,14,118,1,0,6,0
2146,77,368,3,1,7,0
2147,41,165,0,0,4,0
2148,21,337,0,0,3,0
2149,25,113,2,0,6,0
2150,2,536,2,1,2,0
2151,51,556,0,0,2,0
2152,3,621,0,0,8,0
2153,32,540,1,0,7,0
2154,84,250,0,0,5,0
2155,49,239,0,0,8,0
2156,69,481,1,0,8,0
2157,96,69,0,0,2,0
2158,23,407,0,0,5,0
2159,18,105,0,0,4,0
2160,8,537,1,0,5,0
2161,21,145,1,0,3,0
2162,60,51,1,0,2,0
2163,48,172,0,0,2,0
2164,36,107,0,0,3,0
2165,36,491,0,1,2,0
2166,63,495,0,0,7,0
2167,2,698,0,0,6,0
2168,38,602,2,1,3,0
2169,61,699,1,1,6,0
2170,52,466,0,0,8,0
2171,25,71,0,0,7,0
2172,63,314,1,0,6,0
2173,10,378,1,1,6,0
2174,65,5,0,0,8,0
2175,71,330,0,0,8,0
2176,0,585,0,0,6,0
2177,3,621,0,1,8,0
2178,88,545,0,0,2,0
2179,15,500,0,0,6,0
2180,80,624,0,0,8,0
2181,17,689,0,0,7,0
2182,76,100,1,0,7,0
2183,52,571,0,0,6,0
2184,28,351,0,0,4,0
2185,31,503,0,0,8,0
2186,42,146,0,0,2,0
2187,24,61,0,0,7,0
2188,42,627,0,0,2,0
2189,12,336,0,0,13,0
2190,88,558,0,0,6,0
2191,67,467,0,0,8,0
2192,54,87,0,0,1,0
2193,40,377,0,0,8,0
2194,73,625,0,0,7,0
2195,81,217,0,0,4,0
2196,12,362,2,1,1,0
2197,7,420,0,0,7,0
2198,33,6,0,0,4,0
2199,24,173,1,0,4,0
2200,55,643,0,0,7,0
2201,87,464,0,0,8,0
2202,39,485,0,0,5,0
2203,9,44,0,0,7,0
2204,82,472,1,0,9,0
2205,71,679,0,0,8,0
2206,50,683,0,0,4,0
2207,81,365,0,0,7,0
2208,46,383,0,0,5,0
2209,56,21,1,0,7,0
2210,91,157,1,0,6,0
2211,8,158,0,0,3,0
2212,40,624,0,1,7,0
