age,job,marital,education,balance,housing,loan,default,campaign,pdays,previous,poutcome,conversion
32,services,single,secondary,875,1,0,0,2,999,0,unknown,0
46,management,divorced,tertiary,-94,1,0,0,4,999,0,unknown,0
45,blue-collar,single,primary,2121,0,0,0,2,999,0,unknown,0
34,blue-collar,married,primary,2720,1,0,0,2,179,3,failure,0
35,self-employed,married,secondary,8883,0,0,0,3,999,0,unknown,0
36,management,married,tertiary,0,1,0,0,3,29,4,success,0
32,technician,single,tertiary,785,1,0,0,2,999,0,unknown,0
49,technician,married,tertiary,1077,1,0,0,4,999,0,unknown,0
42,management,married,tertiary,5,0,0,0,2,999,0,unknown,0
39,entrepreneur,married,tertiary,442,0,0,0,3,999,0,unknown,0
44,management,married,tertiary,736,0,0,0,9,999,0,unknown,0
36,technician,married,tertiary,4932,1,0,0,5,999,0,unknown,0
38,management,divorced,secondary,-17,0,0,0,4,999,0,unknown,0
32,technician,married,secondary,1308,1,0,0,3,999,0,unknown,0
50,technician,married,primary,-315,0,1,0,7,136,1,failure,0
49,admin.,single,secondary,981,1,0,0,3,999,0,unknown,0
30,blue-collar,single,tertiary,4127,1,0,0,4,999,0,unknown,0
40,blue-collar,married,secondary,-648,1,0,0,2,999,0,unknown,0
42,services,single,unknown,410,0,0,0,2,999,0,unknown,0
40,blue-collar,divorced,primary,0,1,0,1,3,999,0,unknown,0
36,blue-collar,married,primary,156,1,0,0,2,999,0,unknown,0
50,admin.,divorced,secondary,797,1,0,0,3,119,8,failure,0
54,self-employed,divorced,secondary,1016,1,0,0,3,999,0,unknown,0
31,management,single,tertiary,1899,0,0,0,1,999,0,unknown,0
28,student,single,tertiary,290,1,0,0,1,999,0,unknown,0
23,unemployed,single,primary,1003,0,0,0,1,999,0,unknown,1
41,technician,married,secondary,0,1,0,0,1,999,0,unknown,0
38,management,divorced,tertiary,0,1,1,0,1,999,0,unknown,0
50,technician,married,tertiary,72,0,0,0,1,999,0,unknown,0
30,blue-collar,single,secondary,130,0,0,0,1,999,0,unknown,0
22,management,single,tertiary,760,0,0,0,1,999,0,unknown,0
39,technician,married,secondary,616,0,0,0,1,999,0,unknown,0
32,management,single,tertiary,2223,0,0,0,1,999,0,unknown,0
34,services,married,tertiary,1442,0,0,0,1,999,0,unknown,0
55,retired,divorced,secondary,366,0,0,0,1,999,0,unknown,0
38,management,married,tertiary,0,1,0,0,1,999,0,unknown,0
32,blue-collar,single,secondary,232,0,0,0,1,999,0,unknown,0
53,management,divorced,secondary,1004,0,1,0,1,999,0,unknown,1
28,admin.,single,secondary,6100,0,0,0,1,999,0,unknown,0
59,management,married,tertiary,2143,1,0,0,1,268,1,failure,0
40,management,married,tertiary,378,1,1,0,1,268,2,failure,0
28,admin.,married,tertiary,654,0,0,0,1,999,0,unknown,0
46,technician,married,tertiary,0,1,0,0,1,999,0,unknown,0
54,technician,married,secondary,1076,0,0,0,1,999,0,unknown,0
53,unknown,married,unknown,13,0,0,0,1,999,0,unknown,0
29,management,married,tertiary,805,0,0,0,1,999,0,unknown,0
26,admin.,single,secondary,609,0,0,0,1,999,0,unknown,0
48,unemployed,married,tertiary,641,0,0,0,1,999,0,unknown,0
38,management,single,tertiary,574,1,0,0,1,999,0,unknown,0
42,unemployed,divorced,secondary,759,0,0,0,1,169,3,failure,0
43,technician,divorced,secondary,87,1,0,0,1,247,2,failure,0
42,management,divorced,tertiary,266,0,1,0,1,999,0,unknown,0
59,services,divorced,secondary,1,1,0,0,1,253,5,other,1
27,services,single,secondary,-232,0,0,0,1,999,0,unknown,0
37,housemaid,single,secondary,1358,0,0,0,1,999,0,unknown,0
36,technician,married,tertiary,167,1,0,0,1,999,0,unknown,0
58,retired,married,tertiary,-607,0,1,0,1,999,0,unknown,0
28,housemaid,married,primary,5,0,0,0,1,999,0,unknown,0
42,technician,divorced,secondary,-593,0,0,0,1,999,0,unknown,0
26,management,single,tertiary,2725,0,0,0,1,999,0,unknown,0
36,blue-collar,married,primary,70,1,0,0,1,999,0,unknown,0
42,services,married,secondary,774,0,0,0,1,999,0,unknown,1
38,blue-collar,divorced,secondary,316,1,0,0,1,247,2,success,0
43,entrepreneur,single,unknown,323,0,0,0,1,226,1,success,0
55,retired,married,secondary,1431,0,1,0,1,999,0,unknown,0
43,entrepreneur,divorced,tertiary,626,1,0,0,1,167,2,failure,0
30,management,single,tertiary,13,1,0,0,1,999,0,unknown,0
40,technician,single,secondary,2017,1,0,0,1,244,1,other,0
38,blue-collar,married,secondary,67,0,0,0,1,239,2,failure,0
57,technician,married,secondary,589,1,0,0,1,244,1,other,0
60,retired,married,primary,8025,0,0,0,1,999,0,unknown,0
32,student,married,secondary,0,0,0,0,1,999,0,unknown,0
47,technician,married,secondary,459,0,0,0,1,999,0,unknown,0
55,technician,divorced,secondary,4,0,0,1,1,999,0,unknown,1
27,technician,single,tertiary,3064,0,1,0,1,999,0,unknown,0
26,unemployed,single,tertiary,814,0,0,0,1,999,0,unknown,1
30,management,single,tertiary,188,0,0,0,1,999,0,unknown,0
34,admin.,married,secondary,260,0,0,0,1,999,0,unknown,0
30,student,single,tertiary,699,0,0,0,1,999,0,unknown,0
59,blue-collar,married,primary,8,0,0,0,1,999,0,unknown,0
38,blue-collar,single,primary,127,1,0,0,1,999,0,unknown,0
28,admin.,married,secondary,511,0,0,0,1,999,0,unknown,0
51,retired,married,secondary,965,1,0,0,1,999,0,unknown,0
48,services,married,secondary,651,0,1,0,1,196,2,failure,0
30,management,single,tertiary,464,0,0,0,1,999,0,unknown,0
29,management,married,tertiary,451,0,0,0,1,999,0,unknown,0
53,unemployed,single,secondary,6248,0,0,0,1,999,0,unknown,0
49,technician,married,secondary,808,1,0,0,1,999,0,unknown,1
53,technician,divorced,secondary,392,1,0,0,1,245,1,failure,0
53,retired,married,primary,1068,0,0,0,1,999,0,unknown,0
33,blue-collar,married,secondary,-354,1,1,1,1,245,2,failure,0
29,admin.,single,tertiary,8,0,0,0,1,999,0,unknown,0
37,unemployed,divorced,secondary,57,1,0,0,1,999,0,unknown,0
26,services,married,secondary,285,0,0,0,1,999,0,unknown,0
49,management,married,tertiary,865,0,0,0,1,999,0,unknown,0
28,services,divorced,secondary,356,0,0,0,1,999,0,unknown,0
37,management,married,tertiary,-76,1,0,0,1,204,1,other,0
48,blue-collar,married,primary,1678,0,0,0,2,999,0,unknown,0
26,self-employed,single,tertiary,25,0,0,0,1,999,0,unknown,0
46,technician,married,unknown,557,1,0,0,1,197,4,failure,0
32,blue-collar,single,secondary,3662,0,0,0,1,999,0,unknown,0
57,services,divorced,primary,362,0,0,0,1,231,1,failure,0
52,services,married,secondary,393,1,1,0,1,182,8,failure,0
30,management,single,tertiary,1572,0,0,0,1,999,0,unknown,0
43,management,married,tertiary,344,1,1,0,1,238,2,failure,0
43,technician,married,secondary,3049,0,0,0,2,999,0,unknown,0
46,technician,divorced,secondary,741,1,0,0,1,258,1,other,0
41,management,married,tertiary,226,0,0,0,1,999,0,unknown,0
28,student,single,tertiary,1096,0,0,0,2,999,0,unknown,0
27,management,single,secondary,589,0,0,0,1,999,0,unknown,0
32,admin.,single,secondary,254,1,0,0,1,999,0,unknown,0
48,technician,married,secondary,0,1,0,0,1,204,1,failure,0
46,management,married,tertiary,460,0,0,0,1,999,0,unknown,0
30,admin.,single,secondary,1309,0,0,0,1,999,0,unknown,1
42,technician,single,secondary,823,1,0,0,1,999,0,unknown,0
27,technician,single,tertiary,28,0,0,0,1,999,0,unknown,0
43,technician,married,secondary,-57,0,0,0,1,999,0,unknown,0
29,admin.,single,secondary,187,0,0,0,1,999,0,unknown,0
28,student,single,secondary,101,0,0,0,1,999,0,unknown,0
26,unemployed,single,secondary,461,0,0,0,1,999,0,unknown,0
29,blue-collar,single,secondary,415,0,1,0,1,999,0,unknown,0
44,services,married,secondary,983,0,0,0,1,999,0,unknown,0
28,unemployed,single,secondary,23,0,0,0,1,999,0,unknown,0
43,services,married,secondary,2478,1,0,0,1,230,1,failure,0
52,technician,married,unknown,425,1,0,0,2,254,3,failure,0
58,blue-collar,married,secondary,584,0,0,0,1,999,0,unknown,0
52,technician,married,secondary,-35,0,1,0,1,999,0,unknown,0
33,management,married,tertiary,373,0,0,0,1,999,0,unknown,0
33,admin.,married,secondary,4012,0,1,0,1,265,4,failure,0
32,unemployed,single,secondary,71,0,0,0,1,999,0,unknown,0
33,management,married,tertiary,332,1,1,0,1,999,0,unknown,0
31,management,single,tertiary,581,1,1,0,1,999,0,unknown,0
58,technician,married,secondary,178,0,0,0,1,999,0,unknown,0
34,unknown,single,secondary,859,0,0,0,1,999,0,unknown,1
47,blue-collar,married,primary,1452,1,1,0,1,177,2,failure,0
36,management,married,tertiary,105,0,0,0,1,999,0,unknown,0
26,blue-collar,single,secondary,78,0,0,0,1,999,0,unknown,0
50,blue-collar,married,secondary,378,1,0,0,1,999,0,unknown,0
55,services,divorced,secondary,322,1,0,0,1,999,0,unknown,0
30,management,single,tertiary,119,0,0,0,1,999,0,unknown,0
53,self-employed,married,tertiary,1672,0,0,0,1,189,1,failure,0
52,unemployed,married,primary,20,1,0,0,1,999,0,unknown,0
41,management,married,tertiary,102,0,0,0,1,999,0,unknown,0
58,unemployed,married,primary,446,0,0,0,2,999,0,unknown,0
49,management,divorced,secondary,613,0,1,0,1,999,0,unknown,0
58,admin.,married,unknown,903,0,0,0,1,999,0,unknown,0
31,management,married,tertiary,804,0,0,0,1,999,0,unknown,0
52,technician,married,secondary,98,1,0,0,1,245,2,failure,0
45,technician,married,secondary,1686,0,0,0,1,999,0,unknown,0
58,retired,married,secondary,374,1,1,0,1,196,1,failure,0
51,management,married,tertiary,409,1,0,0,1,999,0,unknown,0
45,technician,married,unknown,1938,0,0,0,1,999,0,unknown,0
55,blue-collar,married,secondary,93,0,1,0,1,999,0,unknown,0
57,retired,married,tertiary,34,0,1,0,1,999,0,unknown,0
39,unknown,single,unknown,0,0,0,0,1,999,0,unknown,0
41,admin.,divorced,secondary,1088,1,0,0,1,999,0,unknown,0
37,technician,married,secondary,3720,1,0,0,1,999,0,unknown,0
46,management,married,unknown,638,1,0,0,1,999,0,unknown,0
54,unemployed,divorced,secondary,550,0,0,0,1,999,0,unknown,0
26,technician,single,secondary,3244,0,0,0,1,999,0,unknown,0
31,technician,single,tertiary,53,0,0,0,2,999,0,unknown,0
59,unemployed,married,secondary,309,0,0,0,1,999,0,unknown,0
48,technician,married,secondary,0,0,0,0,1,999,0,unknown,0
44,blue-collar,married,primary,8,0,0,0,1,999,0,unknown,0
53,technician,married,secondary,529,1,0,0,1,999,0,unknown,0
54,entrepreneur,married,tertiary,1129,0,1,0,1,184,8,failure,0
57,management,married,secondary,0,0,0,0,1,999,0,unknown,0
44,unemployed,single,secondary,3945,0,0,0,1,999,0,unknown,0
60,retired,married,primary,1216,0,0,0,1,999,0,unknown,0
45,housemaid,married,primary,1526,1,0,0,1,999,0,unknown,0
41,blue-collar,married,primary,620,0,0,0,1,999,0,unknown,0
41,services,divorced,secondary,1400,0,0,0,1,999,0,unknown,0
29,admin.,married,secondary,19,0,0,0,1,999,0,unknown,0
54,retired,divorced,tertiary,726,0,0,0,1,999,0,unknown,0
56,unemployed,married,secondary,-246,0,1,0,2,204,2,failure,0
31,unemployed,married,secondary,20,0,0,0,1,71,1,failure,0
43,self-employed,married,secondary,284,0,0,0,1,999,0,unknown,0
32,services,single,secondary,951,0,0,0,1,999,0,unknown,0
35,unemployed,single,primary,-17,0,0,0,1,999,0,unknown,0
44,technician,married,secondary,306,1,0,0,1,999,0,unknown,0
31,technician,married,secondary,0,1,1,0,1,223,9,other,0
38,technician,single,secondary,275,1,0,0,1,999,0,unknown,0
31,housemaid,single,tertiary,596,0,0,0,1,999,0,unknown,0
43,blue-collar,married,primary,2317,0,0,0,1,999,0,unknown,0
38,blue-collar,married,secondary,105,1,0,0,1,265,2,failure,0
46,management,divorced,tertiary,194,0,0,0,1,999,0,unknown,0
50,blue-collar,single,tertiary,218,0,0,0,1,999,0,unknown,0
45,management,married,secondary,0,1,1,0,1,999,0,unknown,0
35,blue-collar,married,primary,21,0,0,0,1,999,0,unknown,0
44,admin.,married,primary,127,1,0,0,1,999,0,unknown,0
55,unemployed,married,secondary,512,0,0,0,1,999,0,unknown,0
36,services,married,tertiary,301,0,0,0,1,999,0,unknown,0
37,housemaid,married,secondary,723,0,0,0,1,999,0,unknown,0
26,admin.,single,secondary,52,0,0,0,1,999,0,unknown,0
49,unemployed,married,primary,213,0,0,0,1,999,0,unknown,0
31,self-employed,single,tertiary,1657,1,1,0,1,999,0,unknown,1
38,management,married,tertiary,1066,1,0,0,1,189,1,failure,0
51,admin.,married,secondary,176,0,0,0,1,183,2,failure,0
44,admin.,married,secondary,429,1,0,0,1,246,4,failure,0
42,housemaid,single,secondary,578,0,0,0,1,999,0,unknown,0
58,unemployed,married,secondary,149,1,0,0,1,999,0,unknown,0
53,housemaid,married,tertiary,554,0,0,0,1,181,5,failure,0
48,management,divorced,tertiary,5978,0,0,0,1,999,0,unknown,0
45,management,divorced,tertiary,347,0,1,0,1,999,0,unknown,0
60,self-employed,married,primary,362,0,1,0,1,183,6,success,0
60,retired,married,secondary,372,0,0,0,2,999,0,unknown,0
48,technician,married,secondary,340,1,0,0,2,999,0,unknown,0
35,management,married,tertiary,436,0,1,0,1,184,4,failure,0
41,housemaid,married,primary,2429,0,0,0,1,999,0,unknown,0
56,admin.,divorced,secondary,3869,0,0,0,1,999,0,unknown,0
59,retired,divorced,secondary,914,0,0,0,1,999,0,unknown,0
50,admin.,married,primary,495,0,0,0,1,999,0,unknown,0
52,technician,married,unknown,370,1,0,0,1,197,2,failure,0
48,management,single,tertiary,-295,0,1,0,1,190,2,failure,0
57,blue-collar,married,secondary,1316,0,0,0,2,182,5,failure,0
36,admin.,married,tertiary,586,1,0,0,1,999,0,unknown,0
52,housemaid,divorced,primary,337,0,0,0,1,999,0,unknown,0
59,retired,married,primary,13,0,0,0,2,999,0,unknown,0
57,blue-collar,married,secondary,297,0,1,0,2,154,16,failure,0
37,services,single,secondary,62,1,0,0,2,268,2,failure,0
50,housemaid,single,secondary,799,0,0,0,1,999,0,unknown,0
48,technician,married,secondary,220,0,0,0,1,999,0,unknown,0
58,services,divorced,secondary,0,0,0,0,2,999,0,unknown,0
45,technician,divorced,secondary,299,1,0,0,1,999,0,unknown,0
59,retired,married,secondary,1066,1,0,0,2,999,0,unknown,0
54,management,married,unknown,876,1,0,0,2,198,3,failure,0
47,unemployed,married,primary,4274,0,0,0,2,999,0,unknown,0
28,management,married,tertiary,264,0,0,0,1,999,0,unknown,0
55,admin.,married,unknown,98,0,1,0,1,999,0,unknown,0
59,retired,married,secondary,524,0,0,0,2,999,0,unknown,0
45,management,married,tertiary,1874,0,0,0,1,999,0,unknown,0
39,admin.,divorced,secondary,536,0,0,0,1,999,0,unknown,0
45,housemaid,divorced,secondary,31,1,0,0,1,999,0,unknown,0
58,management,married,tertiary,1271,1,0,0,1,999,0,unknown,0
27,student,single,secondary,3,0,0,0,1,999,0,unknown,0
29,technician,married,tertiary,4557,0,0,0,2,999,0,unknown,0
50,management,divorced,tertiary,1349,1,1,0,1,999,0,unknown,0
43,unknown,single,unknown,181,0,0,0,1,999,0,unknown,0
46,management,single,tertiary,625,0,0,0,1,163,5,other,0
50,blue-collar,married,secondary,253,0,0,0,1,999,0,unknown,0
26,unemployed,single,secondary,340,0,0,0,1,999,0,unknown,0
40,technician,married,secondary,529,0,1,0,1,999,0,unknown,0
45,services,married,secondary,-32,0,0,0,2,999,0,unknown,0
29,unknown,single,secondary,1502,0,0,0,1,999,0,unknown,0
37,housemaid,single,primary,0,0,0,0,1,999,0,unknown,0
59,admin.,married,secondary,1455,1,0,0,2,191,1,failure,0
33,management,single,tertiary,215,1,0,0,1,999,0,unknown,0
41,admin.,married,secondary,201,0,0,0,1,999,0,unknown,0
54,admin.,married,secondary,-1089,0,1,1,2,999,0,unknown,0
27,technician,single,secondary,1187,0,0,0,2,999,0,unknown,0
36,technician,single,secondary,480,1,0,0,1,999,0,unknown,0
37,management,married,secondary,857,1,0,0,1,999,0,unknown,0
52,admin.,married,secondary,199,0,0,0,2,189,1,other,0
53,technician,married,tertiary,476,1,0,0,1,999,0,unknown,0
57,retired,divorced,secondary,316,0,0,0,2,999,0,unknown,0
48,technician,married,secondary,1449,1,1,0,1,999,0,unknown,0
35,self-employed,single,tertiary,4213,0,0,0,1,999,0,unknown,0
32,blue-collar,single,secondary,2746,0,0,0,1,999,0,unknown,0
34,unemployed,single,secondary,371,0,0,0,1,999,0,unknown,0
28,unknown,single,secondary,4465,0,0,0,1,999,0,unknown,1
28,unemployed,single,secondary,1055,0,0,0,1,999,0,unknown,0
34,self-employed,single,tertiary,36,0,0,0,1,999,0,unknown,0
36,admin.,single,secondary,0,0,0,0,1,999,0,unknown,0
28,technician,single,tertiary,387,1,0,0,1,999,0,unknown,0
34,blue-collar,single,unknown,5901,0,0,0,1,999,0,unknown,0
54,admin.,married,secondary,1279,1,1,0,2,999,0,unknown,0
31,services,married,secondary,338,1,0,0,1,999,0,unknown,0
38,management,married,tertiary,223,0,0,0,1,999,0,unknown,0
44,entrepreneur,married,tertiary,3463,1,1,0,2,153,3,failure,0
27,technician,single,secondary,42,0,0,0,1,999,0,unknown,0
30,admin.,single,secondary,732,1,0,0,1,223,1,failure,0
39,blue-collar,married,primary,264,1,1,0,1,999,0,unknown,0
47,services,divorced,secondary,0,0,0,0,1,999,0,unknown,0
32,admin.,single,tertiary,89,0,0,0,1,999,0,unknown,0
31,management,single,tertiary,288,0,0,0,1,999,0,unknown,0
58,unemployed,married,tertiary,744,0,0,0,1,999,0,unknown,0
60,retired,married,primary,1369,0,1,0,2,999,0,unknown,0
37,blue-collar,married,secondary,417,0,0,0,1,181,5,failure,0
32,student,married,secondary,1694,1,0,0,1,999,0,unknown,0
43,management,single,tertiary,379,1,0,0,1,999,0,unknown,0
48,technician,married,secondary,547,0,0,0,1,176,2,failure,0
33,management,single,tertiary,726,0,0,0,1,999,0,unknown,0
39,technician,single,tertiary,434,1,0,0,2,999,0,unknown,0
54,technician,divorced,secondary,0,1,0,0,2,999,0,unknown,0
41,self-employed,single,tertiary,1616,0,0,0,1,184,7,success,0
45,blue-collar,married,tertiary,47,1,0,0,2,999,0,unknown,0
36,management,married,tertiary,0,1,0,0,1,250,1,other,0
47,technician,married,secondary,487,0,0,0,2,177,1,failure,0
29,technician,single,secondary,0,0,0,0,1,999,0,unknown,0
32,management,married,tertiary,393,0,0,0,2,999,0,unknown,0
28,services,single,secondary,0,0,0,0,1,999,0,unknown,0
53,technician,married,secondary,1357,0,0,0,1,999,0,unknown,0
59,blue-collar,married,primary,699,0,0,0,1,154,6,failure,0
32,blue-collar,married,secondary,0,1,1,0,2,999,0,unknown,0
33,blue-collar,married,secondary,0,1,0,0,1,266,1,other,0
55,technician,married,secondary,3207,0,0,0,2,153,12,failure,0
32,technician,single,tertiary,100,0,0,0,1,999,0,unknown,0
60,management,married,primary,130,0,0,0,2,999,0,unknown,0
32,management,single,unknown,787,0,0,0,1,999,0,unknown,0
58,management,married,tertiary,37,0,0,0,2,999,0,unknown,0
33,technician,single,secondary,0,1,0,0,2,999,0,unknown,0
29,self-employed,single,secondary,0,0,0,0,2,999,0,unknown,0
41,technician,single,secondary,1508,0,1,0,2,999,0,unknown,0
32,admin.,married,secondary,3473,0,0,0,1,999,0,unknown,0
31,technician,single,tertiary,3222,1,0,0,1,999,0,unknown,0
43,blue-collar,married,secondary,1035,0,0,0,1,999,0,unknown,0
58,technician,married,secondary,1,0,0,0,2,999,0,unknown,0
53,management,married,tertiary,0,0,0,0,2,999,0,unknown,0
33,technician,single,tertiary,0,0,0,0,2,999,0,unknown,0
32,unemployed,divorced,secondary,527,0,0,0,1,999,0,unknown,0
30,management,single,tertiary,140,0,0,0,1,999,0,unknown,0
46,technician,divorced,tertiary,0,0,0,0,2,999,0,unknown,1
43,blue-collar,married,unknown,117,1,0,0,2,240,1,other,0
42,technician,single,secondary,-321,0,0,0,2,999,0,unknown,0
46,services,divorced,secondary,755,0,0,0,1,999,0,unknown,0
52,technician,married,secondary,1033,0,0,0,3,999,0,unknown,0
47,blue-collar,married,primary,1236,0,0,0,1,999,0,unknown,0
49,technician,married,secondary,177,1,1,0,1,204,1,failure,0
48,unemployed,divorced,primary,840,0,0,0,1,999,0,unknown,0
41,admin.,single,secondary,219,1,0,0,1,268,1,other,0
42,management,married,tertiary,157,1,1,0,1,999,0,unknown,0
50,management,married,primary,1458,0,0,0,1,999,0,unknown,0
53,blue-collar,single,secondary,5715,0,0,0,2,999,0,unknown,0
44,housemaid,married,secondary,122,0,0,0,2,999,0,unknown,0
57,services,divorced,primary,818,0,0,0,1,999,0,unknown,0
42,technician,married,secondary,799,0,0,0,1,181,6,failure,0
30,services,single,secondary,117,0,0,0,1,999,0,unknown,0
42,services,divorced,secondary,466,0,0,0,1,999,0,unknown,0
55,blue-collar,divorced,primary,962,0,1,0,2,999,0,unknown,0
26,services,single,secondary,1095,0,0,0,2,999,0,unknown,0
45,technician,married,secondary,297,0,0,0,2,999,0,unknown,0
52,retired,married,secondary,414,0,0,0,3,999,0,unknown,0
39,management,divorced,tertiary,6,1,0,0,2,999,0,unknown,0
44,services,married,secondary,237,1,0,0,2,999,0,unknown,0
56,technician,single,tertiary,-528,0,0,0,2,184,2,failure,0
42,self-employed,married,secondary,399,0,0,0,2,999,0,unknown,0
26,blue-collar,single,secondary,0,1,0,0,2,258,2,failure,0
28,technician,single,tertiary,102,0,0,0,2,999,0,unknown,0
30,blue-collar,married,secondary,6,1,0,0,3,999,0,unknown,0
48,management,divorced,secondary,769,0,1,0,2,184,15,other,0
55,unemployed,married,primary,8585,0,0,0,2,999,0,unknown,0
41,technician,married,secondary,0,0,0,0,2,156,8,other,0
55,management,married,unknown,559,0,0,0,2,999,0,unknown,0
42,self-employed,single,secondary,429,0,0,0,2,999,0,unknown,0
52,management,married,tertiary,1392,0,0,0,2,205,3,failure,0
45,blue-collar,married,primary,103,0,0,0,3,999,0,unknown,0
42,technician,divorced,tertiary,802,0,0,0,2,999,0,unknown,0
42,technician,married,tertiary,0,0,0,0,2,999,0,unknown,0
29,management,married,tertiary,54,0,0,0,3,999,0,unknown,0
27,blue-collar,single,primary,140,0,0,0,2,999,0,unknown,0
43,technician,married,tertiary,1796,0,0,0,2,999,0,unknown,0
45,management,married,secondary,672,1,0,0,3,187,1,other,0
27,student,single,tertiary,1013,0,0,0,3,999,0,unknown,0
27,student,single,secondary,760,0,0,0,2,999,0,unknown,0
44,technician,married,secondary,-199,0,0,0,2,247,3,failure,0
32,self-employed,married,tertiary,1918,0,0,0,2,999,0,unknown,0
26,student,single,unknown,2020,0,0,0,3,999,0,unknown,0
49,services,married,secondary,-507,0,0,0,2,999,0,unknown,0
50,technician,married,secondary,-70,1,1,0,2,191,1,failure,0
54,management,divorced,tertiary,1288,0,0,0,3,999,0,unknown,0
45,services,married,secondary,-33,0,0,0,3,999,0,unknown,0
28,student,single,unknown,78,0,0,0,2,999,0,unknown,0
46,blue-collar,married,primary,1227,0,0,0,3,999,0,unknown,0
51,unemployed,divorced,primary,2244,0,0,0,2,999,0,unknown,0
59,retired,divorced,secondary,208,0,1,0,2,999,0,unknown,0
35,technician,single,unknown,0,0,0,0,2,999,0,unknown,0
33,admin.,married,unknown,664,0,0,0,3,999,0,unknown,0
39,management,married,secondary,0,0,0,0,2,999,0,unknown,0
30,admin.,married,secondary,358,0,0,0,2,999,0,unknown,0
53,management,married,tertiary,811,0,0,0,3,999,0,unknown,0
34,services,single,tertiary,239,0,0,0,2,999,0,unknown,0
42,blue-collar,single,secondary,583,0,0,0,3,999,0,unknown,0
40,blue-collar,single,primary,366,1,1,0,2,205,1,failure,0
47,technician,married,secondary,644,0,0,0,3,160,13,failure,0
37,technician,divorced,secondary,51,0,1,0,2,999,0,unknown,0
55,blue-collar,married,primary,1470,0,0,0,2,999,0,unknown,0
26,unemployed,single,secondary,622,0,0,0,2,999,0,unknown,1
27,student,single,secondary,585,0,0,0,3,999,0,unknown,0
54,housemaid,married,secondary,922,0,0,0,2,999,0,unknown,0
59,retired,married,secondary,4457,0,0,0,2,999,0,unknown,0
37,management,single,tertiary,37,0,0,0,2,999,0,unknown,0
47,management,married,unknown,1128,0,0,0,2,999,0,unknown,0
31,management,single,tertiary,308,1,1,0,2,268,2,other,0
44,management,married,tertiary,0,0,0,0,2,999,0,unknown,0
32,management,single,tertiary,1218,1,0,0,2,999,0,unknown,0
53,unknown,married,unknown,549,0,0,0,2,999,0,unknown,0
39,technician,married,secondary,24,1,0,0,4,999,0,unknown,0
53,housemaid,married,secondary,637,0,0,0,2,999,0,unknown,0
39,technician,married,tertiary,14,0,0,0,2,999,0,unknown,0
33,admin.,divorced,secondary,1,0,0,0,2,999,0,unknown,0
49,technician,single,unknown,350,0,0,0,3,999,0,unknown,0
28,management,single,tertiary,95,0,0,0,4,999,0,unknown,0
53,technician,married,primary,311,0,0,0,3,999,0,unknown,0
35,admin.,divorced,secondary,1803,0,0,0,2,999,0,unknown,0
30,management,married,tertiary,1235,0,0,0,2,999,0,unknown,0
46,admin.,married,secondary,1264,0,0,0,2,999,0,unknown,0
54,admin.,married,unknown,-24,0,0,0,2,999,0,unknown,0
54,blue-collar,married,unknown,310,1,0,0,4,258,3,other,0
29,services,married,secondary,317,0,0,0,2,999,0,unknown,0
51,admin.,married,secondary,2662,0,0,0,2,999,0,unknown,0
28,management,single,tertiary,20,0,0,0,2,999,0,unknown,0
28,management,single,tertiary,78,0,0,0,2,999,0,unknown,0
48,management,married,unknown,375,0,0,0,3,999,0,unknown,0
26,technician,single,tertiary,4130,0,0,0,2,999,0,unknown,0
35,technician,married,secondary,2,0,0,0,3,999,0,unknown,0
31,services,single,secondary,1709,0,1,0,3,999,0,unknown,1
32,admin.,single,secondary,197,0,0,0,3,999,0,unknown,0
31,services,single,unknown,-10,0,0,1,2,999,0,unknown,0
51,admin.,single,tertiary,394,0,0,0,2,999,0,unknown,1
29,services,married,secondary,376,0,1,0,3,183,4,failure,0
53,self-employed,divorced,tertiary,8,0,0,0,3,999,0,unknown,0
35,admin.,married,secondary,-257,0,0,0,3,999,0,unknown,0
46,technician,single,unknown,578,0,0,0,3,999,0,unknown,0
30,technician,single,secondary,800,0,0,0,2,999,0,unknown,0
40,admin.,divorced,secondary,399,0,0,0,2,999,0,unknown,0
45,blue-collar,married,secondary,-96,0,0,0,2,999,0,unknown,0
51,technician,married,unknown,413,1,0,0,2,254,2,failure,0
55,unemployed,married,secondary,1161,1,0,0,2,999,0,unknown,0
33,management,single,tertiary,3770,0,0,0,2,999,0,unknown,0
47,admin.,divorced,secondary,95,1,1,0,3,999,0,unknown,0
29,unemployed,single,unknown,67,0,0,0,2,999,0,unknown,0
37,management,married,primary,4721,0,0,0,1,999,0,unknown,0
48,technician,married,secondary,0,0,0,0,4,999,0,unknown,0
29,unemployed,single,primary,1027,0,0,0,3,999,0,unknown,0
42,services,married,unknown,177,0,0,0,4,999,0,unknown,0
31,services,single,secondary,374,0,0,0,4,999,0,unknown,0
37,management,single,tertiary,695,0,0,0,1,999,0,unknown,0
48,unknown,married,secondary,438,0,0,0,5,999,0,unknown,0
35,student,single,unknown,0,0,0,0,3,999,0,unknown,0
43,management,married,tertiary,182,0,0,0,1,999,0,unknown,0
30,technician,single,secondary,486,0,0,0,3,999,0,unknown,0
38,management,single,tertiary,2346,1,0,0,1,999,0,unknown,0
43,management,married,unknown,595,0,0,0,1,999,0,unknown,0
27,student,single,secondary,0,0,1,0,1,999,0,unknown,0
49,management,divorced,tertiary,557,1,0,0,1,223,5,failure,0
